ST,STATE,ST_ABBR,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP
55,WISCONSIN,WI,Iron,55051,"Iron County, Wisconsin",758.1881657,5715,0,6019,176,3003,202,822,118,199,52,28550,1980,291,76,1675,12,805,38,988,84,257,71,250,5,3,46,223,53,305,57,73,36,185,49,122,88,14.8,2.1,7.3,2.1,28550.0,1980.0,6.3,1.7,29.3,0.2,14.1,0.7,17.6,1.4,8.6,2.3,4.4,0.1,0.1,0.8,3.7,0.9,5.1,0.9,2.4,1.2,6.2,1.6,2.1,1.5,0.9014,0.9718,0.5775,0.1549,2.6056,0.7324,0.9859,0.0,0.9437,0.8169,2.7465,0.9155,0.0704,0.0141,0.0845,0.0141,0.3803,0.4366,0.8873,0.7887,0.5634,3.0563,0.7606,8.4929,0.7042,1,1,0,0,2,1,0,1,0,2,0,0,0,0,0,0,0,0,0,4,387,68,6.9,1.2,5016
55,WISCONSIN,WI,Brown,55009,"Brown County, Wisconsin",530.0922451,259786,0,108876,259,104133,638,26047,1759,4945,456,31213,686,13920,757,36047,47,62619,0,27544,1285,10064,756,48692,272,6409,711,11846,658,1750,287,2196,363,5725,504,7120,483,10.3,0.7,3.5,0.3,31213.0,686.0,8.0,0.4,13.9,0.1,24.1,0.0,10.7,0.5,9.7,0.7,18.7,0.1,2.6,0.3,10.9,0.6,1.6,0.3,2.1,0.3,5.5,0.5,2.7,0.2,0.3662,0.4507,0.2113,0.4507,1.4789,0.2676,0.0845,0.8732,0.1408,0.9014,1.9999,0.5493,0.9014,0.9859,1.8873,0.9859,0.9155,0.0986,0.8592,0.5915,0.6761,3.1409,0.831,8.507,0.7183,0,0,0,0,0,0,0,0,1,1,1,1,2,1,0,0,0,0,1,4,15267,1409,5.9,0.5,282829
55,WISCONSIN,WI,Vernon,55123,"Vernon County, Wisconsin",791.5615118,30516,0,14030,52,12080,179,4995,464,381,68,26726,2156,2338,187,5681,23,7971,22,3360,208,726,116,1131,10,217,77,475,87,1232,129,338,58,1106,125,429,45,16.6,1.5,2.7,0.5,26726.0,2156.0,11.4,0.9,18.6,0.1,26.1,0.1,11.1,0.7,6.0,1.0,3.7,0.0,0.8,0.3,3.4,0.6,8.8,0.9,2.8,0.5,9.2,1.0,1.4,0.1,0.9577,0.1268,0.8169,0.8732,2.7746,0.8028,0.5352,0.9718,0.169,0.0845,1.7605,0.3521,0.0282,0.6197,0.6479,0.2394,0.338,0.7606,0.9718,0.9437,0.3099,3.324,0.9014,8.507,0.7183,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,2,4,4674,425,15.5,1.4,24276
55,WISCONSIN,WI,Richland,55103,"Richland County, Wisconsin",586.1492682,17539,0,8943,76,7626,143,2377,291,229,59,26379,956,1236,130,3759,37,3855,8,2229,174,604,101,919,78,112,67,348,81,692,91,131,46,415,91,437,119,13.8,1.7,2.7,0.7,26379.0,956.0,10.0,1.1,21.4,0.2,22.0,0.0,12.8,1.0,7.9,1.3,5.2,0.4,0.7,0.4,3.9,0.9,7.7,1.0,1.7,0.6,5.4,1.2,2.5,0.7,0.8169,0.1268,0.831,0.8028,2.5775,0.7183,0.7324,0.6338,0.5211,0.5775,2.4648,0.8028,0.1831,0.493,0.6761,0.2817,0.4366,0.7183,0.5634,0.5493,0.6056,2.8732,0.662,8.5916,0.7465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1391,197,8.0,1.1,13855
55,WISCONSIN,WI,Langlade,55067,"Langlade County, Wisconsin",870.6979951,19164,0,12515,73,8594,241,2643,388,667,169,26212,936,1318,187,4353,17,3718,35,3340,365,637,134,1141,52,85,67,649,155,892,99,89,39,520,149,250,91,14.0,2.1,7.2,1.9,26212.0,936.0,9.4,1.3,22.7,0.1,19.4,0.2,17.6,1.9,7.4,1.6,6.0,0.3,0.5,0.4,5.2,1.2,7.1,0.8,1.0,0.5,6.1,1.7,1.3,0.5,0.831,0.9577,0.8451,0.6901,3.3239,0.9296,0.8028,0.1831,0.9437,0.4507,2.3803,0.7324,0.3521,0.3099,0.662,0.2676,0.5352,0.6761,0.0845,0.7465,0.2394,2.2817,0.3803,8.6479,0.7606,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1242,220,6.6,1.2,18228
55,WISCONSIN,WI,Barron,55005,"Barron County, Wisconsin",863.0265098,45252,0,24001,107,19108,325,5311,593,741,121,28326,1007,3157,319,9476,52,9819,0,6376,384,1625,255,2897,6,243,173,1104,213,1460,195,480,164,1129,217,762,127,12.0,1.3,3.2,0.5,28326.0,1007.0,9.8,1.0,20.9,0.1,21.7,0.0,14.3,0.9,8.5,1.3,6.4,0.0,0.6,0.4,4.6,0.9,6.1,0.8,2.5,0.9,5.9,1.1,1.7,0.3,0.5915,0.338,0.6197,0.7606,2.3098,0.6338,0.6901,0.5211,0.7183,0.7746,2.7041,0.9014,0.3803,0.4225,0.8028,0.4366,0.4789,0.5915,0.9155,0.6901,0.4366,3.1126,0.7887,8.9293,0.7746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3173,393,7.1,0.9,45393
55,WISCONSIN,WI,Juneau,55057,"Juneau County, Wisconsin",767.0389178,26419,0,15073,149,10640,223,3561,653,471,76,26137,1026,2299,187,5239,45,5333,0,4285,299,721,96,2181,16,80,63,436,87,2848,155,214,74,348,62,1889,321,14.4,2.6,3.7,0.6,26137.0,1026.0,11.9,1.0,19.8,0.2,20.2,0.0,17.2,1.1,6.8,0.9,8.3,0.1,0.3,0.3,2.9,0.6,18.9,1.0,2.0,0.7,3.3,0.6,7.2,1.2,0.8732,0.5211,0.8592,0.9296,3.1831,0.9155,0.6338,0.2958,0.9014,0.2535,2.0845,0.5775,0.493,0.1831,0.6761,0.2817,0.2676,0.9859,0.8028,0.0282,0.9718,3.0563,0.7606,9.0,0.7887,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,2,4,1376,257,5.5,1.0,22860
55,WISCONSIN,WI,Rusk,55107,"Rusk County, Wisconsin",913.5528738,14183,0,9143,53,6382,137,1962,288,254,64,24731,709,1367,131,3283,44,2902,51,2503,174,478,94,732,3,51,51,191,82,902,83,122,34,343,70,209,70,14.1,2.1,3.8,1.0,24731.0,709.0,13.3,1.3,23.1,0.3,20.5,0.4,17.8,1.2,7.5,1.5,5.2,0.0,0.4,0.4,2.1,0.9,9.9,0.9,1.9,0.5,5.4,1.1,1.5,0.5,0.8451,0.6056,0.9577,0.9718,3.3802,0.9437,0.8169,0.338,0.9718,0.493,2.6197,0.8732,0.1831,0.2676,0.4507,0.169,0.1549,0.8451,0.7324,0.5493,0.3662,2.6479,0.507,9.0985,0.8028,0,0,1,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,1273,159,9.1,1.1,12303
55,WISCONSIN,WI,Sawyer,55113,"Sawyer County, Wisconsin",1257.617851,16370,0,16338,260,7634,339,2760,349,441,99,30094,2572,1012,113,4054,35,3208,25,2425,176,762,122,3811,7,36,45,223,59,838,96,204,89,457,98,330,111,17.3,2.2,5.8,1.3,30094.0,2572.0,8.3,0.9,24.8,0.2,19.6,0.2,15.1,1.1,10.0,1.5,23.3,0.0,0.2,0.3,1.4,0.4,5.1,0.6,2.7,1.2,6.0,1.1,2.0,0.7,0.9718,0.8592,0.3803,0.4789,2.6902,0.7746,0.8732,0.1972,0.7465,0.9296,2.7465,0.9155,0.9437,0.0986,1.0423,0.5634,0.0282,0.4366,0.9437,0.7183,0.5493,2.6761,0.5352,9.1551,0.8169,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,4,1336,235,8.3,1.5,15474
55,WISCONSIN,WI,Waushara,55137,"Waushara County, Wisconsin",626.1578424,24116,0,15060,87,9869,182,2580,281,434,82,27347,1099,2497,212,5624,37,4487,0,3543,173,598,79,2520,24,269,82,370,68,1556,124,155,42,516,74,1228,153,11.3,1.2,4.0,0.7,27347.0,1099.0,13.8,1.2,23.3,0.2,18.6,0.0,15.5,0.8,6.1,0.8,10.4,0.1,1.2,0.4,2.5,0.5,10.3,0.8,1.6,0.4,5.2,0.7,5.1,0.6,0.4789,0.6479,0.7606,0.9859,2.8733,0.831,0.831,0.1268,0.7746,0.1268,1.8592,0.4225,0.7183,0.8169,1.5352,0.8451,0.2394,0.8732,0.4366,0.4648,0.9155,2.9295,0.7042,9.1972,0.831,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1791,245,7.8,1.1,18585
55,WISCONSIN,WI,Crawford,55023,"Crawford County, Wisconsin",570.6475154,16288,0,8982,118,6618,173,1998,229,270,87,26038,939,1053,121,3532,19,3384,78,2362,196,505,91,879,14,101,56,331,80,1266,118,108,36,414,87,779,183,12.8,1.4,3.4,1.1,26038.0,939.0,9.0,1.0,21.7,0.1,20.8,0.5,15.2,1.3,7.6,1.4,5.4,0.1,0.7,0.4,3.7,0.9,14.1,1.3,1.6,0.6,6.3,1.3,4.8,1.1,0.6901,0.4085,0.8873,0.6338,2.6197,0.7465,0.7606,0.4085,0.7606,0.5493,2.479,0.8169,0.2254,0.493,0.7184,0.3662,0.3803,0.9577,0.4366,0.831,0.8732,3.4788,0.9718,9.2959,0.8451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1040,193,6.7,1.2,15675
55,WISCONSIN,WI,Clark,55019,"Clark County, Wisconsin",1209.6952997,34491,0,15151,93,12800,161,4282,332,496,63,24114,491,3927,189,5587,20,10134,0,3941,168,865,99,2297,18,719,112,465,76,1151,91,454,64,1226,96,589,151,12.6,1.0,3.0,0.4,24114.0,491.0,18.1,0.9,16.2,0.1,29.4,0.0,11.6,0.5,6.8,0.8,6.7,0.1,2.3,0.4,3.1,0.5,7.6,0.6,3.5,0.5,9.6,0.7,1.7,0.4,0.662,0.2394,0.9718,1.0,2.8732,0.8169,0.2535,0.9859,0.2958,0.2535,1.7887,0.3803,0.4085,0.9718,1.3803,0.7606,0.2958,0.7042,0.9859,0.9718,0.4366,3.3943,0.9155,9.4365,0.8592,0,0,1,1,2,0,1,0,0,1,0,1,1,0,0,1,1,0,2,6,7443,417,21.9,1.2,27519
55,WISCONSIN,WI,Racine,55101,"Racine County, Wisconsin",332.5876725,195398,0,82611,266,76384,561,22913,1413,4730,478,30386,557,13345,712,30527,119,45901,0,24762,1014,8698,684,53985,82,2536,435,8202,594,1076,174,978,214,5381,388,5278,608,12.1,0.7,4.8,0.5,30386.0,557.0,10.0,0.5,15.6,0.1,23.5,0.0,13.0,0.5,11.4,0.9,27.6,0.0,1.4,0.2,9.9,0.7,1.3,0.2,1.3,0.3,7.0,0.5,2.7,0.3,0.6056,0.7746,0.3239,0.8028,2.5069,0.6761,0.1831,0.8028,0.5493,0.9718,2.507,0.8451,0.9718,0.8732,1.845,0.9437,0.9014,0.0845,0.2676,0.8732,0.6761,2.8028,0.6056,9.6617,0.8732,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,3,10558,907,5.5,0.5,170448
55,WISCONSIN,WI,Adams,55001,"Adams County, Wisconsin",645.6553579,20073,0,17672,95,8619,207,2794,296,604,110,25591,923,2064,140,5619,33,2963,10,4118,227,412,76,1873,18,138,80,406,83,4017,230,138,47,379,80,1137,179,14.8,1.6,7.4,1.3,25591.0,923.0,12.9,0.9,28.0,0.2,14.8,0.0,21.7,1.2,4.8,0.9,9.3,0.1,0.7,0.4,2.3,0.5,22.7,1.3,1.6,0.6,4.4,0.9,5.7,0.9,0.9014,1.0,0.9155,0.9577,3.7746,1.0,0.9577,0.0141,1.0,0.0141,1.9859,0.5352,0.6056,0.493,1.0986,0.6197,0.169,1.0,0.4366,0.2817,0.9296,2.8169,0.6338,9.676,0.8873,1,1,1,1,4,1,0,1,0,2,0,0,0,0,1,0,0,1,2,8,1019,142,5.4,0.7,15865
55,WISCONSIN,WI,Rock,55105,"Rock County, Wisconsin",718.1360408,161769,0,68875,135,64538,467,21507,1374,4727,397,28103,516,10334,546,25528,74,38146,0,22543,910,7027,518,27388,46,1872,330,5400,407,1493,197,1081,207,3777,409,2958,256,13.6,0.9,5.6,0.5,28103.0,516.0,9.4,0.5,15.8,0.1,23.6,0.0,14.0,0.6,10.9,0.8,16.9,0.0,1.2,0.2,7.8,0.6,2.2,0.3,1.7,0.3,5.9,0.6,1.8,0.2,0.7606,0.8451,0.6761,0.6901,2.9719,0.8592,0.2113,0.8169,0.6479,0.9577,2.6338,0.8873,0.8732,0.8169,1.6901,0.9155,0.7324,0.1408,0.5634,0.6901,0.5211,2.6478,0.4789,9.9436,0.9014,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,10023,879,6.2,0.5,145243
55,WISCONSIN,WI,Kenosha,55059,"Kenosha County, Wisconsin",271.8585468,168330,0,70220,218,63423,602,22308,1575,6128,530,30740,569,11027,671,22280,72,39717,51,20478,935,6680,596,40311,192,2430,431,7961,659,2400,316,1105,263,4184,399,4471,512,13.6,1.0,6.8,0.6,30740.0,569.0,9.8,0.6,13.2,0.1,23.6,0.0,12.3,0.6,10.5,0.9,23.9,0.1,1.5,0.3,11.3,0.9,3.4,0.5,1.7,0.4,6.6,0.6,2.7,0.3,0.7606,0.9437,0.2535,0.7606,2.7184,0.7887,0.0563,0.8169,0.4225,0.9437,2.2394,0.6479,0.9577,0.9014,1.8591,0.9718,0.9437,0.2394,0.5634,0.8592,0.6761,3.2818,0.8732,10.0987,0.9155,0,1,0,0,1,0,0,0,1,1,1,1,2,1,0,0,0,0,1,5,10815,829,6.5,0.5,153301
55,WISCONSIN,WI,Monroe,55081,"Monroe County, Wisconsin",900.9035337,45502,0,19848,171,17772,278,5716,666,797,151,27729,805,2973,301,7337,50,11576,0,6359,382,1731,230,4150,22,477,125,1013,172,1641,182,341,94,1306,253,810,237,12.8,1.5,3.6,0.7,27729.0,805.0,9.7,1.0,16.1,0.1,25.4,0.0,14.2,0.8,9.7,1.3,9.1,0.0,1.1,0.3,5.1,0.9,8.3,0.9,1.9,0.5,7.3,1.4,1.8,0.5,0.6901,0.4789,0.7324,0.7324,2.6338,0.7606,0.2394,0.9437,0.6761,0.9014,2.7606,0.9437,0.5775,0.7746,1.3521,0.7465,0.507,0.7324,0.7324,0.9014,0.5211,3.3943,0.9155,10.1408,0.9296,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,1,0,1,3,3995,498,8.9,1.1,43552
55,WISCONSIN,WI,Menominee,55078,"Menominee County, Wisconsin",357.6144554,4579,0,2390,88,1443,102,1474,299,101,50,20538,2558,233,70,575,47,1499,54,719,116,323,69,4132,46,9,37,0,12,198,56,127,61,163,51,54,25,32.6,6.6,5.9,2.9,20538.0,2558.0,8.8,2.6,12.6,1.0,32.7,1.2,15.8,2.5,22.4,4.5,90.2,1.0,0.2,0.9,0.0,0.5,8.3,2.4,8.8,4.2,11.3,3.5,1.2,0.5,1.0,0.8732,1.0,0.5915,3.4647,0.9577,0.0,1.0,0.7887,1.0,2.7887,0.9718,1.0,0.0986,1.0986,0.6197,0.0,0.7324,1.0,0.9859,0.1831,2.9014,0.6761,10.2534,0.9437,1,0,1,0,2,0,1,0,1,2,1,0,1,0,0,1,1,0,2,7,1084,189,23.9,4.2,5141
55,WISCONSIN,WI,Ashland,55003,"Ashland County, Wisconsin",1044.9758985,15712,0,9657,61,6546,165,2161,300,460,96,23505,993,843,118,2864,24,3510,26,2675,207,538,113,2754,14,14,58,518,123,856,108,94,31,615,115,600,141,14.3,2.0,5.9,1.3,23505.0,993.0,7.9,1.1,18.2,0.2,22.3,0.2,17.3,1.3,8.2,1.7,17.5,0.1,0.1,0.4,5.4,1.3,8.9,1.1,1.4,0.5,9.4,1.7,3.8,0.9,0.8592,0.8732,0.9859,0.4366,3.1549,0.9014,0.507,0.6761,0.9296,0.6761,2.7888,1.0,0.8873,0.0141,0.9014,0.4789,0.5634,0.7887,0.338,0.9577,0.7887,3.4365,0.9577,10.2816,0.9577,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,3,957,138,6.2,0.9,16957
55,WISCONSIN,WI,Forest,55041,"Forest County, Wisconsin",1014.2430457,9018,0,9149,91,4029,146,1426,171,268,51,24808,1222,728,96,2029,17,1812,9,1514,134,380,67,1858,5,27,43,165,39,918,95,79,21,189,42,296,136,16.3,2.0,6.7,1.2,24808.0,1222.0,11.3,1.5,22.5,0.2,20.1,0.1,17.2,1.5,9.4,1.6,20.6,0.1,0.3,0.5,1.8,0.4,10.0,1.0,2.0,0.5,4.7,1.1,3.3,1.5,0.9437,0.9296,0.9437,0.8592,3.6762,0.9859,0.7746,0.2535,0.9014,0.8592,2.7887,0.9718,0.9296,0.1831,1.1127,0.6479,0.1408,0.8592,0.8028,0.2958,0.7606,2.8592,0.6479,10.4368,0.9718,1,1,1,0,3,0,0,1,0,1,1,0,1,0,0,0,0,0,0,5,1002,132,11.4,1.5,8421
55,WISCONSIN,WI,Jackson,55053,"Jackson County, Wisconsin",987.2162601,20506,0,9911,100,8083,162,2274,303,501,112,26037,926,1676,169,3712,14,4503,28,2600,176,756,124,2814,20,122,63,156,64,1210,111,191,44,520,97,1187,199,11.8,1.6,5.0,1.1,26037.0,926.0,11.6,1.2,18.1,0.1,22.0,0.1,13.4,0.9,9.4,1.5,13.7,0.1,0.6,0.3,1.6,0.6,12.2,1.1,2.4,0.5,6.4,1.2,5.8,1.0,0.5352,0.8028,0.9014,0.9014,3.1408,0.8873,0.493,0.6338,0.5775,0.8592,2.5635,0.8592,0.8028,0.4225,1.2253,0.7042,0.0563,0.9296,0.8873,0.8451,0.9437,3.662,1.0,10.5916,0.9859,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,2,4,1792,298,9.2,1.5,18701
55,WISCONSIN,WI,Milwaukee,55079,"Milwaukee County, Wisconsin",241.4838523,954209,0,418375,332,382070,1403,185627,4139,30245,1204,28121,289,76720,1851,123013,20,231111,0,121326,1927,49733,1186,460486,299,28360,1451,79108,1280,2359,282,9475,654,52231,1503,22915,727,19.9,0.4,6.2,0.2,28121.0,289.0,12.2,0.3,12.9,0.1,24.2,0.0,12.8,0.2,13.0,0.3,48.3,0.0,3.2,0.2,18.9,0.3,0.6,0.1,2.5,0.2,13.7,0.4,2.4,0.1,0.9859,0.9155,0.662,0.9437,3.5071,0.9718,0.0282,0.8873,0.5211,0.9859,2.4225,0.7606,0.9859,1.0,1.9859,1.0,0.9859,0.0282,0.9155,1.0,0.5915,3.5211,0.9859,11.4366,1.0,1,1,0,1,3,0,0,0,1,1,1,1,2,1,0,1,1,0,3,9,73447,2762,7.8,0.3,892520
